temp,location,clouds,pressure,rain,time_stamp,humidity,wind,is_Raining,ts_hour
38.85,Fenway,1.0,1008.34,0.0,2018-12-17 03:45:01,0.93,11.29,False,2018-12-17 03:00:00
36.8,West End,0.64,991.56,0.0,2018-11-28 13:02:07,0.7,6.54,False,2018-11-28 13:00:00
33.12,Theatre District,0.35,991.05,0.0,2018-11-28 11:32:07,0.82,6.54,False,2018-11-28 11:00:00
41.47,Fenway,0.91,989.9,0.0,2018-11-27 17:45:20,0.78,10.67,False,2018-11-27 17:00:00
29.82,Fenway,0.04,1016.53,0.0,2018-11-30 11:52:54,0.84,3.16,False,2018-11-30 11:00:00
33.12,Fenway,0.4,990.69,0.0,2018-11-28 11:06:24,0.82,6.52,False,2018-11-28 11:00:00
36.7,South Station,0.9,1022.66,0.0,2018-12-02 04:52:54,0.84,1.03,False,2018-12-02 04:00:00
36.09,Financial District,0.95,1017.5,0.0,2018-11-30 23:52:54,0.71,3.72,False,2018-11-30 23:00:00
33.47,Beacon Hill,0.42,991.75,0.0,2018-11-28 09:34:34,0.83,5.98,False,2018-11-28 09:00:00
39.0,Fenway,0.39,1022.4,0.0,2018-12-16 08:45:01,0.75,7.96,False,2018-12-16 08:00:00
33.22,West End,0.41,991.8,0.0,2018-11-28 09:34:34,0.84,5.96,False,2018-11-28 09:00:00
41.38,North End,0.53,991.6,0.0,2018-11-27 22:15:20,0.7,10.19,False,2018-11-27 22:00:00
44.12,Theatre District,0.57,1006.85,0.0,2018-11-29 16:52:54,0.53,11.6,False,2018-11-29 16:00:00
41.02,Fenway,0.44,1009.27,0.0,2018-11-29 21:18:20,0.58,10.02,False,2018-11-29 21:00:00
39.59,North Station,0.26,991.73,0.0,2018-11-28 15:02:08,0.65,8.16,False,2018-11-28 15:00:00
24.16,Boston University,0.5,1008.83,0.0,2018-12-18 12:45:01,0.5,14.7,False,2018-12-18 12:00:00
43.11,Boston University,0.4,1007.4,0.0,2018-11-29 18:52:54,0.53,11.09,False,2018-11-29 18:00:00
45.64,Fenway,1.0,1012.46,0.0,2018-11-26 17:35:10,0.85,6.44,False,2018-11-26 17:00:00
34.93,North End,0.13,991.57,0.0,2018-11-28 07:28:59,0.79,6.61,False,2018-11-28 07:00:00
40.43,South Station,0.87,1014.17,0.0,2018-11-26 04:41:36,0.94,2.61,False,2018-11-26 04:00:00
38.07,Financial District,0.77,996.78,0.0,2018-11-29 00:37:34,0.7,11.11,False,2018-11-29 00:00:00
43.34,Financial District,0.37,1007.39,0.0,2018-11-29 18:52:54,0.53,11.32,False,2018-11-29 18:00:00
44.57,Back Bay,0.97,1007.93,0.0092,2018-11-26 22:42:25,0.88,9.6,True,2018-11-26 22:00:00
35.75,Theatre District,0.91,1003.48,0.0,2018-12-17 13:45:01,0.9,7.39,False,2018-12-17 13:00:00
36.65,Back Bay,0.91,1022.66,0.0,2018-12-02 04:52:54,0.84,1.07,False,2018-12-02 04:00:00
55.32,North Station,0.48,999.23,0.0,2018-12-03 16:52:54,0.68,16.27,False,2018-12-03 16:00:00
35.74,North Station,0.78,1001.88,0.0,2018-12-18 04:45:01,0.66,10.89,False,2018-12-18 04:00:00
40.33,Financial District,0.92,1013.8,0.0,2018-11-26 05:29:19,0.94,2.79,False,2018-11-26 05:00:00
34.95,North End,0.51,991.75,0.0,2018-11-28 08:08:35,0.79,5.86,False,2018-11-28 08:00:00
51.09,West End,1.0,1003.1,0.0,2018-12-02 20:52:54,0.93,3.62,False,2018-12-02 20:00:00
39.88,Financial District,0.42,998.64,0.0,2018-11-29 03:32:09,0.65,11.35,False,2018-11-29 03:00:00
39.27,Theatre District,1.0,1016.92,0.0,2018-11-30 20:52:54,0.64,3.64,False,2018-11-30 20:00:00
38.85,Beacon Hill,1.0,1005.54,0.0,2018-12-17 06:45:01,0.9,11.01,False,2018-12-17 06:00:00
33.61,Boston University,0.42,991.76,0.0,2018-11-28 09:32:11,0.83,5.81,False,2018-11-28 09:00:00
29.85,West End,0.59,1035.12,0.0,2018-12-14 02:45:02,0.7,1.94,False,2018-12-14 02:00:00
34.08,Boston University,0.52,991.63,0.0,2018-11-28 08:54:56,0.81,4.85,False,2018-11-28 08:00:00
50.51,Beacon Hill,1.0,1002.87,0.0,2018-12-02 22:52:54,0.92,4.02,False,2018-12-02 22:00:00
44.83,North Station,0.99,989.76,0.0,2018-11-27 11:15:20,0.96,3.48,False,2018-11-27 11:00:00
44.06,North End,0.57,1006.84,0.0,2018-11-29 16:52:54,0.53,11.7,False,2018-11-29 16:00:00
38.55,Beacon Hill,0.75,996.82,0.0,2018-11-29 00:39:28,0.69,11.05,False,2018-11-29 00:00:00
35.1,North Station,0.56,991.68,0.0,2018-11-28 07:56:39,0.79,5.62,False,2018-11-28 07:00:00
33.25,Haymarket Square,0.13,991.17,0.0,2018-11-28 10:02:11,0.83,5.58,False,2018-11-28 10:00:00
43.43,Theatre District,1.0,995.01,0.0063,2018-11-27 08:15:20,0.93,10.1,True,2018-11-27 08:00:00
37.28,Financial District,0.17,1017.58,0.0,2018-11-30 15:52:54,0.71,2.95,False,2018-11-30 15:00:00
34.52,Fenway,0.99,1003.72,0.0,2018-12-17 12:45:01,0.92,7.64,False,2018-12-17 12:00:00
29.71,Theatre District,0.03,1015.52,0.0,2018-11-30 09:52:54,0.85,3.3,False,2018-11-30 09:00:00
43.27,Theatre District,0.93,1015.07,0.0,2018-12-16 19:45:02,0.73,10.17,False,2018-12-16 19:00:00
41.56,Beacon Hill,0.52,1003.94,0.0,2018-12-04 04:52:54,0.64,8.04,False,2018-12-04 04:00:00
32.88,Boston University,0.37,991.06,0.0,2018-11-28 11:32:07,0.83,6.38,False,2018-11-28 11:00:00
40.16,North Station,0.94,1015.35,0.0,2018-11-26 11:35:08,0.95,2.36,False,2018-11-26 11:00:00
40.04,Fenway,0.12,1022.78,0.0,2018-12-01 15:53:00,0.61,3.28,False,2018-12-01 15:00:00
41.19,South Station,0.93,989.9,0.0,2018-11-27 17:15:20,0.81,11.04,False,2018-11-27 17:00:00
39.56,West End,0.95,1000.87,0.0,2018-12-17 17:45:01,0.81,6.49,False,2018-12-17 17:00:00
33.46,Fenway,0.13,991.22,0.0,2018-11-28 09:50:11,0.83,5.34,False,2018-11-28 09:00:00
38.03,Boston University,0.81,1000.95,0.0,2018-11-29 07:52:54,0.69,9.77,False,2018-11-29 07:00:00
36.85,Financial District,0.71,997.12,0.0,2018-11-29 01:02:08,0.76,10.0,False,2018-11-29 01:00:00
30.57,North End,0.0,1015.05,0.0,2018-11-30 07:52:54,0.83,2.5,False,2018-11-30 07:00:00
42.29,Back Bay,0.84,1020.07,0.0,2018-12-16 15:45:01,0.72,9.8,False,2018-12-16 15:00:00
37.79,North Station,0.46,998.99,0.0,2018-11-29 04:57:39,0.7,9.7,False,2018-11-29 04:00:00
54.28,North End,0.65,999.31,0.0,2018-12-03 17:52:54,0.63,13.5,False,2018-12-03 17:00:00
43.92,South Station,1.0,995.01,0.006,2018-11-27 08:15:20,0.91,10.14,True,2018-11-27 08:00:00
34.93,North Station,0.14,991.53,0.0,2018-11-28 07:24:05,0.79,6.48,False,2018-11-28 07:00:00
40.53,Northeastern University,0.99,1014.85,0.0,2018-11-26 10:35:10,0.95,1.9,False,2018-11-26 10:00:00
42.49,Haymarket Square,1.0,1013.99,0.003,2018-12-16 20:45:01,0.74,9.92,True,2018-12-16 20:00:00
33.45,South Station,0.69,1019.04,0.0,2018-12-01 06:52:54,0.79,3.93,False,2018-12-01 06:00:00
40.35,Boston University,1.0,1014.17,0.0,2018-11-26 06:15:44,0.91,1.09,False,2018-11-26 06:00:00
38.11,South Station,0.98,1000.16,0.0,2018-11-29 06:48:52,0.69,10.06,False,2018-11-29 06:00:00
41.95,Fenway,0.89,1015.02,0.0,2018-11-26 13:35:10,0.92,3.58,False,2018-11-26 13:00:00
41.93,North End,0.64,991.43,0.0,2018-11-27 21:45:20,0.69,9.6,False,2018-11-27 21:00:00
42.71,Boston University,0.9,1014.55,0.0017,2018-11-26 14:35:08,0.91,3.56,True,2018-11-26 14:00:00
38.48,Back Bay,0.62,997.39,0.0,2018-11-29 01:19:44,0.71,10.26,False,2018-11-29 01:00:00
38.96,Theatre District,0.13,992.2,0.0,2018-11-28 00:15:20,0.73,8.88,False,2018-11-28 00:00:00
41.64,Financial District,1.0,992.57,0.0,2018-11-28 20:02:07,0.63,9.26,False,2018-11-28 20:00:00
36.17,Beacon Hill,0.58,1002.23,0.0,2018-12-18 03:45:01,0.68,9.18,False,2018-12-18 03:00:00
26.69,Theatre District,0.22,1034.04,0.0,2018-12-14 10:45:01,0.82,3.13,False,2018-12-14 10:00:00
41.34,Financial District,0.99,1018.26,0.034,2018-12-02 10:52:54,0.84,5.31,True,2018-12-02 10:00:00
43.07,Fenway,0.82,990.82,0.0,2018-11-27 19:45:20,0.72,8.28,False,2018-11-27 19:00:00
40.78,Back Bay,0.92,1013.99,0.0,2018-11-26 06:40:31,0.92,1.66,False,2018-11-26 06:00:00
43.79,Beacon Hill,0.99,1002.58,0.115,2018-11-27 02:45:20,0.89,11.42,True,2018-11-27 02:00:00
27.87,South Station,0.8,1006.05,0.0,2018-12-18 09:45:01,0.53,17.51,False,2018-12-18 09:00:00
44.93,Back Bay,0.96,989.74,0.0,2018-11-27 11:45:20,0.97,3.24,False,2018-11-27 11:00:00
40.94,North Station,1.0,991.9,0.0,2018-11-28 19:06:23,0.64,9.54,False,2018-11-28 19:00:00
26.82,Beacon Hill,0.21,1034.04,0.0,2018-12-14 10:45:01,0.81,3.12,False,2018-12-14 10:00:00
43.89,Beacon Hill,1.0,997.48,0.0127,2018-11-27 06:15:20,0.91,11.37,True,2018-11-27 06:00:00
43.97,North End,1.0,1006.29,0.0323,2018-11-27 00:17:14,0.9,10.16,True,2018-11-27 00:00:00
38.35,Beacon Hill,0.65,997.72,0.0,2018-11-29 01:40:41,0.72,10.61,False,2018-11-29 01:00:00
36.35,Fenway,0.92,1004.03,0.0,2018-12-17 14:45:01,0.89,6.91,False,2018-12-17 14:00:00
41.22,Haymarket Square,0.63,991.56,0.0,2018-11-28 16:02:08,0.62,9.89,False,2018-11-28 16:00:00
44.94,Haymarket Square,1.0,1000.76,0.163,2018-11-27 03:45:20,0.89,15.75,True,2018-11-27 03:00:00
26.55,Northeastern University,0.21,1034.04,0.0,2018-12-14 10:45:01,0.81,3.1,False,2018-12-14 10:00:00
39.5,North Station,0.23,991.69,0.0,2018-11-27 23:15:20,0.72,9.12,False,2018-11-27 23:00:00
36.68,Fenway,0.06,1003.33,0.0,2018-11-29 10:52:54,0.7,8.7,False,2018-11-29 10:00:00
41.19,Back Bay,0.94,1028.3,0.0,2018-12-14 22:45:01,0.76,5.0,False,2018-12-14 22:00:00
38.61,North End,0.26,1022.37,0.0,2018-12-16 09:45:01,0.76,7.9,False,2018-12-16 09:00:00
50.49,North Station,1.0,1002.86,0.0,2018-12-02 22:52:54,0.92,4.04,False,2018-12-02 22:00:00
26.26,Financial District,0.49,1010.12,0.0,2018-12-18 14:45:01,0.47,13.92,False,2018-12-18 14:00:00
41.35,Boston University,0.27,1032.06,0.0,2018-12-14 16:45:02,0.66,4.24,False,2018-12-14 16:00:00
50.85,South Station,0.76,999.99,0.0,2018-12-03 13:52:54,0.89,6.24,False,2018-12-03 13:00:00
38.46,Haymarket Square,0.29,1022.25,0.0,2018-12-16 09:45:01,0.76,7.68,False,2018-12-16 09:00:00
32.89,Beacon Hill,0.35,991.05,0.0,2018-11-28 11:32:07,0.83,6.52,False,2018-11-28 11:00:00
44.77,Haymarket Square,0.92,1000.95,0.0,2018-12-03 05:52:54,0.95,2.26,False,2018-12-03 05:00:00
31.19,Financial District,0.0,1012.31,0.0,2018-12-18 18:45:02,0.45,13.18,False,2018-12-18 18:00:00
37.28,West End,1.0,1004.84,0.0,2018-12-17 08:45:01,0.92,10.67,False,2018-12-17 08:00:00
35.05,West End,0.56,991.68,0.0,2018-11-28 07:57:13,0.79,5.61,False,2018-11-28 07:00:00
42.73,Haymarket Square,0.34,1029.36,0.0,2018-12-14 19:45:01,0.65,4.19,False,2018-12-14 19:00:00
39.6,West End,0.27,991.76,0.0,2018-11-28 15:06:22,0.65,8.31,False,2018-11-28 15:00:00
43.88,Back Bay,1.0,1023.58,0.0,2018-12-15 04:45:01,0.9,6.22,False,2018-12-15 04:00:00
37.68,Theatre District,0.95,1017.5,0.0,2018-11-30 23:52:54,0.67,3.76,False,2018-11-30 23:00:00
29.59,Financial District,0.05,1015.92,0.0,2018-11-30 10:52:54,0.85,3.32,False,2018-11-30 10:00:00
44.53,West End,0.99,990.79,0.0337,2018-11-27 10:15:20,0.96,6.02,True,2018-11-27 10:00:00
49.4,Boston University,0.88,1000.11,0.005,2018-12-03 12:52:54,0.92,4.45,True,2018-12-03 12:00:00
48.06,Haymarket Square,0.18,1001.43,0.0,2018-12-03 22:52:54,0.54,10.72,False,2018-12-03 22:00:00
45.8,North Station,0.97,1010.98,0.0,2018-11-26 19:05:10,0.84,8.03,False,2018-11-26 19:00:00
30.13,Theatre District,0.11,1022.19,0.0,2018-12-10 00:08:21,0.58,5.15,False,2018-12-10 00:00:00
44.1,Fenway,0.51,1031.4,0.0,2018-12-14 17:45:02,0.61,3.73,False,2018-12-14 17:00:00
29.37,South Station,0.59,1034.68,0.0,2018-12-14 06:45:02,0.73,0.86,False,2018-12-14 06:00:00
43.36,South Station,0.71,991.09,0.0,2018-11-27 20:15:22,0.71,8.8,False,2018-11-27 20:00:00
39.89,Financial District,0.96,1000.89,0.0,2018-12-17 17:45:01,0.81,6.46,False,2018-12-17 17:00:00
41.03,Boston University,0.98,1014.34,0.0,2018-11-26 06:49:03,0.92,1.77,False,2018-11-26 06:00:00
46.76,Fenway,0.06,1002.18,0.0,2018-12-03 23:52:54,0.57,8.44,False,2018-12-03 23:00:00
42.66,Fenway,0.98,1024.62,0.0,2018-12-15 03:45:01,0.89,5.95,False,2018-12-15 03:00:00
30.39,Fenway,0.0,1015.06,0.0,2018-11-30 07:52:54,0.83,2.35,False,2018-11-30 07:00:00
40.44,West End,1.0,1014.18,0.0,2018-11-26 06:19:04,0.92,1.27,False,2018-11-26 06:00:00
44.09,Boston University,1.0,993.17,0.0247,2018-11-27 09:15:20,0.94,9.04,True,2018-11-27 09:00:00
34.53,Theatre District,0.45,991.93,0.0,2018-11-28 08:27:00,0.81,6.24,False,2018-11-28 08:00:00
41.77,Boston University,0.85,990.12,0.0,2018-11-27 18:15:20,0.76,11.22,False,2018-11-27 18:00:00
50.57,North Station,0.85,1022.08,0.0,2018-12-15 16:45:01,0.79,2.31,False,2018-12-15 16:00:00
44.14,South Station,1.0,997.47,0.012,2018-11-27 06:15:20,0.9,11.34,True,2018-11-27 06:00:00
35.71,Northeastern University,0.79,1001.94,0.0,2018-12-18 04:45:01,0.66,10.76,False,2018-12-18 04:00:00
35.01,Boston University,0.16,991.78,0.0,2018-11-28 07:31:10,0.8,6.43,False,2018-11-28 07:00:00
50.71,Financial District,1.0,1004.05,0.0,2018-12-02 19:53:05,0.92,2.46,False,2018-12-02 19:00:00
40.65,Boston University,0.94,1013.75,0.0,2018-11-26 04:55:41,0.92,2.67,False,2018-11-26 04:00:00
38.3,Haymarket Square,0.65,997.71,0.0,2018-11-29 01:40:41,0.72,10.65,False,2018-11-29 01:00:00
40.64,Theatre District,0.86,1026.95,0.0,2018-12-15 00:45:01,0.83,5.07,False,2018-12-15 00:00:00
39.61,Theatre District,0.27,991.77,0.0,2018-11-28 15:06:22,0.65,8.24,False,2018-11-28 15:00:00
45.65,West End,0.04,1003.2,0.0,2018-12-04 01:52:54,0.6,7.92,False,2018-12-04 01:00:00
42.43,Back Bay,0.49,1023.05,0.0,2018-12-01 17:52:54,0.57,1.04,False,2018-12-01 17:00:00
40.75,Beacon Hill,1.0,989.79,0.0,2018-11-27 15:45:20,0.87,9.53,False,2018-11-27 15:00:00
44.05,Haymarket Square,0.98,1006.01,0.1588,2018-11-27 00:58:48,0.9,9.99,True,2018-11-27 00:00:00
45.07,South Station,0.25,1003.17,0.0,2018-12-04 02:52:54,0.62,8.44,False,2018-12-04 02:00:00
39.2,Northeastern University,1.0,1002.08,0.0,2018-12-17 16:45:01,0.83,6.28,False,2018-12-17 16:00:00
32.58,South Station,0.0,1014.52,0.0,2018-11-30 06:52:54,0.77,4.09,False,2018-11-30 06:00:00
37.64,North Station,0.62,998.37,0.0,2018-11-29 04:02:07,0.71,9.3,False,2018-11-29 04:00:00
41.46,South Station,1.0,1016.48,0.0273,2018-12-02 12:52:54,0.92,8.61,True,2018-12-02 12:00:00
34.17,Back Bay,0.52,991.62,0.0,2018-11-28 08:52:34,0.81,4.91,False,2018-11-28 08:00:00
41.04,Northeastern University,0.95,1014.18,0.0,2018-11-26 07:46:10,0.93,1.92,False,2018-11-26 07:00:00
39.46,Theatre District,0.56,1004.45,0.0,2018-12-04 05:52:54,0.65,8.16,False,2018-12-04 05:00:00
43.88,Fenway,1.0,1006.24,0.0521,2018-11-27 00:17:14,0.9,9.64,True,2018-11-27 00:00:00
51.8,Haymarket Square,0.7,1021.6,0.0,2018-12-15 17:45:01,0.75,6.8,False,2018-12-15 17:00:00
36.61,Fenway,0.54,1001.63,0.0,2018-12-18 01:45:01,0.71,8.73,False,2018-12-18 01:00:00
44.42,West End,0.92,1009.03,0.0031,2018-11-26 21:35:08,0.86,9.41,True,2018-11-26 21:00:00
42.42,West End,0.45,1022.63,0.0,2018-12-01 18:52:54,0.57,0.93,False,2018-12-01 18:00:00
48.31,Haymarket Square,0.99,1006.02,0.003,2018-12-02 18:52:54,0.94,4.13,True,2018-12-02 18:00:00
44.87,Fenway,0.88,1009.85,0.0,2018-11-26 20:35:08,0.84,9.29,False,2018-11-26 20:00:00
37.89,North Station,0.46,999.23,0.0,2018-11-29 05:17:39,0.7,10.11,False,2018-11-29 05:00:00
41.98,Fenway,0.88,1021.54,0.0,2018-12-16 14:45:02,0.71,7.22,False,2018-12-16 14:00:00
36.16,South Station,0.86,1018.5,0.0,2018-12-01 02:12:33,0.7,4.19,False,2018-12-01 02:00:00
33.09,Northeastern University,0.41,991.99,0.0,2018-11-28 09:42:24,0.85,6.74,False,2018-11-28 09:00:00
41.03,Boston University,0.98,1014.34,0.0,2018-11-26 06:49:43,0.92,1.78,False,2018-11-26 06:00:00
40.25,Financial District,0.2,1009.99,0.0,2018-11-29 22:52:54,0.59,8.81,False,2018-11-29 22:00:00
40.35,Fenway,0.86,1014.17,0.0,2018-11-26 04:41:36,0.94,2.6,False,2018-11-26 04:00:00
40.26,Back Bay,1.0,1016.03,0.0,2018-11-30 19:52:54,0.61,4.1,False,2018-11-30 19:00:00
36.27,Fenway,0.9,1018.82,0.0,2018-12-01 02:52:54,0.71,3.72,False,2018-12-01 02:00:00
41.63,Theatre District,0.92,1025.1,0.0,2018-12-15 02:45:01,0.88,5.99,False,2018-12-15 02:00:00
23.9,Theatre District,0.33,1034.01,0.0,2018-12-13 14:45:01,0.61,3.02,False,2018-12-13 14:00:00
40.39,Beacon Hill,1.0,1010.96,0.025,2018-12-17 01:45:01,0.9,10.48,True,2018-12-17 01:00:00
47.06,Northeastern University,0.41,1021.64,0.0,2018-12-15 21:45:02,0.7,6.57,False,2018-12-15 21:00:00
35.05,Theatre District,0.57,991.69,0.0,2018-11-28 07:56:39,0.79,5.64,False,2018-11-28 07:00:00
49.4,North Station,0.89,1000.1,0.0124,2018-12-03 12:52:54,0.92,4.48,True,2018-12-03 12:00:00
29.41,Fenway,0.04,1015.93,0.0,2018-11-30 10:52:54,0.86,3.27,False,2018-11-30 10:00:00
46.09,Northeastern University,0.07,1002.79,0.0,2018-12-04 00:52:54,0.59,6.95,False,2018-12-04 00:00:00
45.26,North Station,0.84,1013.56,0.0,2018-11-26 16:35:08,0.86,5.9,False,2018-11-26 16:00:00
41.27,West End,1.0,988.86,0.0,2018-11-27 15:15:20,0.88,12.02,False,2018-11-27 15:00:00
41.12,Financial District,0.93,989.9,0.0,2018-11-27 17:15:20,0.81,11.05,False,2018-11-27 17:00:00
20.06,Haymarket Square,0.43,1031.07,0.0,2018-12-13 10:45:01,0.64,3.86,False,2018-12-13 10:00:00
33.02,Back Bay,0.39,990.69,0.0,2018-11-28 11:06:24,0.83,6.56,False,2018-11-28 11:00:00
35.04,Financial District,0.77,991.16,0.0,2018-11-28 12:06:23,0.75,6.72,False,2018-11-28 12:00:00
36.39,Financial District,0.87,1018.49,0.0,2018-12-01 02:11:02,0.7,4.19,False,2018-12-01 02:00:00
44.03,Fenway,1.0,998.12,0.0107,2018-11-27 05:45:20,0.9,14.1,True,2018-11-27 05:00:00
40.97,North Station,0.93,1028.29,0.0,2018-12-14 22:45:01,0.77,5.04,False,2018-12-14 22:00:00
38.6,Financial District,1.0,1019.06,0.0051,2018-12-02 09:52:54,0.91,3.07,True,2018-12-02 09:00:00
43.24,North End,0.8,990.79,0.0,2018-11-27 19:45:20,0.71,8.32,False,2018-11-27 19:00:00
39.3,Haymarket Square,0.85,995.95,0.0,2018-11-28 23:53:40,0.66,10.54,False,2018-11-28 23:00:00
46.85,Haymarket Square,0.91,1022.17,0.0,2018-12-15 14:45:01,0.88,3.97,False,2018-12-15 14:00:00
34.45,Financial District,0.05,1017.3,0.0,2018-11-30 13:52:54,0.75,2.01,False,2018-11-30 13:00:00
34.95,Haymarket Square,0.52,991.74,0.0,2018-11-28 08:07:40,0.79,5.82,False,2018-11-28 08:00:00
45.97,North End,0.99,1021.64,0.0,2018-12-15 10:45:01,0.9,5.7,False,2018-12-15 10:00:00
47.7,Fenway,0.99,1000.27,0.0,2018-12-03 11:52:54,0.92,3.41,False,2018-12-03 11:00:00
34.52,South Station,0.52,991.61,0.0,2018-11-28 08:52:34,0.8,4.98,False,2018-11-28 08:00:00
42.89,Boston University,0.98,1024.62,0.0,2018-12-15 03:45:02,0.88,5.93,False,2018-12-15 03:00:00
36.85,Fenway,0.63,991.58,0.0,2018-11-28 13:02:07,0.7,6.36,False,2018-11-28 13:00:00
36.36,Back Bay,0.29,1001.89,0.0,2018-12-18 02:45:01,0.69,10.0,False,2018-12-18 02:00:00
43.95,Boston University,1.0,1023.65,0.0,2018-12-15 04:45:01,0.89,6.15,False,2018-12-15 04:00:00
40.46,Back Bay,1.0,1014.18,0.0,2018-11-26 06:14:17,0.91,1.16,False,2018-11-26 06:00:00
41.25,Beacon Hill,1.0,992.58,0.0,2018-11-28 20:02:07,0.64,9.18,False,2018-11-28 20:00:00
40.72,Fenway,1.0,1014.75,0.0,2018-11-26 09:29:09,0.94,1.36,False,2018-11-26 09:00:00
42.98,Beacon Hill,0.9,1014.56,0.003,2018-11-26 14:35:08,0.91,3.75,True,2018-11-26 14:00:00
45.17,West End,0.43,1022.01,0.0,2018-12-15 22:45:01,0.7,7.4,False,2018-12-15 22:00:00
42.68,Fenway,0.19,1023.04,0.0,2018-12-16 00:45:01,0.71,6.19,False,2018-12-16 00:00:00
34.77,Northeastern University,0.15,991.6,0.0,2018-11-28 07:28:01,0.8,6.47,False,2018-11-28 07:00:00
43.91,Financial District,1.0,1014.16,0.0092,2018-12-02 14:52:54,0.94,6.78,True,2018-12-02 14:00:00
40.0,Haymarket Square,0.82,999.9,0.0,2018-12-17 20:45:01,0.74,9.3,False,2018-12-17 20:00:00
29.79,South Station,0.2,1022.81,0.0,2018-12-09 23:06:24,0.59,5.56,False,2018-12-09 23:00:00
32.81,Financial District,0.58,1034.09,0.0,2018-12-13 20:45:01,0.6,1.47,False,2018-12-13 20:00:00
36.57,Haymarket Square,0.91,1018.34,0.0,2018-12-01 01:52:54,0.69,4.03,False,2018-12-01 01:00:00
35.43,Haymarket Square,0.81,1018.49,0.0,2018-12-01 03:52:54,0.74,3.52,False,2018-12-01 03:00:00
33.49,Beacon Hill,0.42,991.8,0.0,2018-11-28 09:32:18,0.84,5.89,False,2018-11-28 09:00:00
34.88,West End,0.52,991.75,0.0,2018-11-28 08:08:35,0.79,5.81,False,2018-11-28 08:00:00
42.92,Fenway,0.73,991.11,0.0,2018-11-27 20:15:20,0.72,8.68,False,2018-11-27 20:00:00
50.51,Haymarket Square,0.85,1022.08,0.0,2018-12-15 16:45:01,0.79,2.32,False,2018-12-15 16:00:00
46.22,Boston University,0.07,1002.79,0.0,2018-12-04 00:52:54,0.59,7.0,False,2018-12-04 00:00:00
39.21,North End,0.82,996.07,0.0,2018-11-29 00:02:07,0.66,10.75,False,2018-11-29 00:00:00
43.95,Financial District,1.0,1014.18,0.0,2018-11-26 06:24:04,0.8,1.38,False,2018-11-26 06:00:00
40.49,Financial District,0.98,995.03,0.0,2018-11-28 23:02:09,0.62,10.08,False,2018-11-28 23:00:00
41.62,Theatre District,0.84,990.11,0.0,2018-11-27 18:15:20,0.76,11.39,False,2018-11-27 18:00:00
35.57,Fenway,0.2,1024.2,0.0,2018-12-02 00:52:54,0.78,1.83,False,2018-12-02 00:00:00
28.78,South Station,0.11,1022.19,0.0,2018-12-10 00:08:21,0.61,5.19,False,2018-12-10 00:00:00
32.85,South Station,0.51,1033.75,0.0,2018-12-13 19:45:02,0.56,1.92,False,2018-12-13 19:00:00
36.65,Fenway,0.35,1022.87,0.0,2018-12-02 03:52:54,0.81,0.3,False,2018-12-02 03:00:00
45.44,Back Bay,0.95,1022.18,0.0,2018-12-15 12:45:01,0.91,4.1,False,2018-12-15 12:00:00
39.43,Haymarket Square,0.82,995.66,0.0,2018-11-28 23:34:50,0.66,10.99,False,2018-11-28 23:00:00
33.43,West End,0.12,991.2,0.0,2018-11-28 09:48:16,0.83,5.36,False,2018-11-28 09:00:00
45.44,Boston University,1.0,1011.84,0.0,2018-11-26 18:35:08,0.87,6.2,False,2018-11-26 18:00:00
34.53,Financial District,0.52,991.61,0.0,2018-11-28 08:52:34,0.8,4.98,False,2018-11-28 08:00:00
42.33,Theatre District,0.58,1007.66,0.0,2018-11-29 19:52:54,0.55,10.74,False,2018-11-29 19:00:00
41.69,South Station,1.0,1014.57,0.0,2018-11-26 09:03:05,0.9,1.74,False,2018-11-26 09:00:00
36.08,Theatre District,0.29,1001.77,0.0,2018-12-18 02:45:01,0.7,10.08,False,2018-12-18 02:00:00
23.53,Northeastern University,0.64,1006.86,0.0,2018-12-18 11:45:01,0.54,16.11,False,2018-12-18 11:00:00
46.62,Beacon Hill,0.91,1022.17,0.0,2018-12-15 14:45:01,0.89,3.96,False,2018-12-15 14:00:00
40.39,Boston University,0.91,1013.79,0.0,2018-11-26 05:28:04,0.93,2.59,False,2018-11-26 05:00:00
54.25,North Station,0.64,999.31,0.0,2018-12-03 17:52:54,0.63,13.5,False,2018-12-03 17:00:00
37.24,Northeastern University,0.49,998.77,0.0,2018-11-29 04:32:07,0.72,9.91,False,2018-11-29 04:00:00
42.3,Back Bay,0.54,991.86,0.0,2018-11-27 21:15:20,0.71,9.05,False,2018-11-27 21:00:00
43.7,Northeastern University,0.99,1006.07,0.1637,2018-11-27 00:45:22,0.92,9.64,True,2018-11-27 00:00:00
40.6,North End,0.99,1014.86,0.0,2018-11-26 10:35:09,0.95,2.07,False,2018-11-26 10:00:00
28.32,Beacon Hill,0.14,1034.03,0.0,2018-12-14 12:45:02,0.81,2.56,False,2018-12-14 12:00:00
43.69,West End,0.97,1005.93,0.234,2018-11-27 00:42:27,0.92,11.14,True,2018-11-27 00:00:00
39.35,Financial District,0.37,998.28,0.0,2018-11-29 02:37:52,0.68,10.61,False,2018-11-29 02:00:00
43.08,Financial District,0.93,1015.17,0.0,2018-11-26 12:35:08,0.86,3.17,False,2018-11-26 12:00:00
42.45,West End,1.0,1017.42,0.0,2018-12-16 17:45:02,0.72,9.82,False,2018-12-16 17:00:00
