distance,cab_type,time_stamp,destination,source,price,surge_multiplier,name,ts_hour
4.73,Uber,2018-11-27 05:39:22.322,Northeastern University,Financial District,13.0,1.0,UberX,2018-11-27 05:00:00
0.56,Lyft,2018-11-30 22:02:59.286,Financial District,South Station,10.5,1.0,Lyft XL,2018-11-30 22:00:00
1.52,Lyft,2018-11-27 00:06:14.084,Theatre District,North End,9.0,1.0,Lyft,2018-11-27 00:00:00
3.97,Lyft,2018-11-29 13:52:57.873,Financial District,Northeastern University,22.5,1.0,Lux,2018-11-29 13:00:00
0.64,Lyft,2018-12-02 02:03:02.271,West End,Haymarket Square,16.5,1.0,Lux Black,2018-12-02 02:00:00
2.17,Uber,2018-12-18 15:45:11.556,South Station,North Station,14.0,1.0,UberXL,2018-12-18 15:00:00
2.27,Uber,2018-11-26 22:59:10.038,Boston University,Beacon Hill,10.5,1.0,WAV,2018-11-26 22:00:00
2.43,Lyft,2018-11-27 23:42:22.289,Back Bay,South Station,26.0,1.0,Lux Black,2018-11-27 23:00:00
2.66,Uber,2018-12-01 22:58:08.328,Theatre District,Fenway,15.0,1.0,UberXL,2018-12-01 22:00:00
0.92,Uber,2018-12-17 12:55:14.782,Haymarket Square,Financial District,7.5,1.0,WAV,2018-12-17 12:00:00
1.22,Uber,2018-11-28 10:41:26.860,Northeastern University,Back Bay,7.5,1.0,WAV,2018-11-28 10:00:00
0.43,Lyft,2018-11-28 21:05:08.108,South Station,Financial District,26.0,1.0,Lux Black XL,2018-11-28 21:00:00
1.03,Uber,2018-12-16 12:20:11.213,North End,West End,7.5,1.0,UberPool,2018-12-16 12:00:00
1.4,Lyft,2018-11-26 17:56:09.495,Beacon Hill,Haymarket Square,11.0,1.0,Lyft XL,2018-11-26 17:00:00
2.66,Uber,2018-12-03 00:08:04.468,Theatre District,Fenway,18.5,1.0,UberXL,2018-12-03 00:00:00
4.4,Uber,2018-12-03 00:18:00.651,Financial District,Fenway,8.0,1.0,UberPool,2018-12-03 00:00:00
2.53,Lyft,2018-11-28 15:29:07.898,Back Bay,North End,22.5,1.0,Lux,2018-11-28 15:00:00
2.36,Lyft,2018-12-02 05:37:57.631,South Station,Beacon Hill,22.5,1.0,Lux Black,2018-12-02 05:00:00
1.7,Uber,2018-12-01 16:28:01.804,West End,South Station,14.0,1.0,UberXL,2018-12-01 16:00:00
3.1,Lyft,2018-11-27 09:24:22.693,Boston University,North Station,27.5,1.25,Lux,2018-11-27 09:00:00
1.3,Uber,2018-12-04 04:13:03.036,Theatre District,South Station,15.5,1.0,Black,2018-12-04 04:00:00
1.07,Lyft,2018-11-28 15:53:08.768,Northeastern University,Back Bay,19.5,1.5,Lux,2018-11-28 15:00:00
2.87,Lyft,2018-12-01 08:33:00.424,Boston University,West End,16.5,1.0,Lyft XL,2018-12-01 08:00:00
3.45,Uber,2018-12-03 03:18:02.222,South Station,Back Bay,12.5,1.0,UberPool,2018-12-03 03:00:00
3.05,Uber,2018-12-17 01:20:13.721,Fenway,North Station,11.5,1.0,UberX,2018-12-17 01:00:00
2.64,Lyft,2018-11-27 10:57:22.270,Beacon Hill,Boston University,10.5,1.0,Lyft,2018-11-27 10:00:00
3.15,Uber,2018-11-27 02:06:22.351,Northeastern University,West End,19.5,1.0,UberXL,2018-11-27 02:00:00
2.16,Lyft,2018-11-27 09:42:21.955,South Station,West End,19.5,1.0,Lux Black,2018-11-27 09:00:00
1.5,Uber,2018-12-14 00:25:10.067,North Station,South Station,27.0,1.0,Black SUV,2018-12-14 00:00:00
3.04,Lyft,2018-11-29 22:48:04.247,Northeastern University,West End,34.0,1.0,Lux Black XL,2018-11-29 22:00:00
0.27,Uber,2018-12-17 18:30:05.457,Boston University,Theatre District,7.5,1.0,UberPool,2018-12-17 18:00:00
0.53,Lyft,2018-12-18 08:10:03.623,North Station,Haymarket Square,27.5,1.0,Lux Black XL,2018-12-18 08:00:00
1.21,Uber,2018-12-03 13:03:02.710,North End,Financial District,7.0,1.0,WAV,2018-12-03 13:00:00
2.84,Uber,2018-12-04 01:53:02.516,Fenway,West End,9.5,1.0,UberX,2018-12-04 01:00:00
0.42,Lyft,2018-11-28 12:11:25.069,North Station,Haymarket Square,26.0,1.0,Lux Black XL,2018-11-28 12:00:00
3.41,Lyft,2018-12-15 19:35:04.147,West End,Boston University,22.5,1.0,Lux,2018-12-15 19:00:00
0.59,Lyft,2018-11-28 09:32:19.455,West End,Haymarket Square,7.0,1.0,Lyft,2018-11-28 09:00:00
2.18,Lyft,2018-12-16 13:30:09.183,Northeastern University,Theatre District,16.5,1.0,Lyft XL,2018-12-16 13:00:00
2.0,Lyft,2018-12-16 15:00:03.815,Northeastern University,Beacon Hill,9.0,1.0,Lyft,2018-12-16 15:00:00
1.35,Uber,2018-12-14 23:00:14.123,North End,Beacon Hill,19.5,1.0,Black,2018-12-14 23:00:00
5.56,Uber,2018-12-17 08:25:11.819,Boston University,Financial District,35.0,1.0,Black,2018-12-17 08:00:00
2.84,Uber,2018-11-27 05:39:23.483,Fenway,West End,9.5,1.0,WAV,2018-11-27 05:00:00
3.19,Lyft,2018-12-01 17:33:04.663,Fenway,North Station,27.5,1.0,Lux Black,2018-12-01 17:00:00
0.89,Lyft,2018-11-26 04:49:39.552,Haymarket Square,North Station,3.5,1.0,Shared,2018-11-26 04:00:00
4.4,Uber,2018-12-17 15:25:07.919,Financial District,Fenway,13.0,1.0,WAV,2018-12-17 15:00:00
0.62,Uber,2018-11-26 13:05:10.105,West End,Haymarket Square,26.5,1.0,Black SUV,2018-11-26 13:00:00
3.05,Uber,2018-12-02 15:47:58.990,Fenway,North Station,25.5,1.0,Black,2018-12-02 15:00:00
1.38,Lyft,2018-11-29 04:29:39.027,South Station,Back Bay,5.0,1.0,Shared,2018-11-29 04:00:00
3.23,Uber,2018-12-15 11:45:07.141,Beacon Hill,Boston University,28.0,1.0,Black,2018-12-15 11:00:00
1.19,Lyft,2018-11-29 13:23:03.976,Financial District,North End,16.5,1.0,Lux Black,2018-11-29 13:00:00
2.21,Uber,2018-11-28 19:26:08.502,North End,Beacon Hill,19.5,1.0,Black,2018-11-28 19:00:00
4.55,Uber,2018-12-18 03:50:11.506,Financial District,Northeastern University,28.5,1.0,Black,2018-12-18 03:00:00
0.72,Uber,2018-11-26 23:33:14.294,Haymarket Square,West End,6.5,1.0,UberPool,2018-11-26 23:00:00
3.0,Lyft,2018-12-15 11:05:09.207,North End,Back Bay,10.5,1.0,Lyft,2018-12-15 11:00:00
3.48,Lyft,2018-11-28 18:38:07.877,North Station,Boston University,22.5,1.0,Lux,2018-11-28 18:00:00
1.06,Lyft,2018-12-13 21:20:12.884,North End,North Station,13.5,1.0,Lux,2018-12-13 21:00:00
2.15,Lyft,2018-12-13 21:40:05.133,Northeastern University,Theatre District,16.5,1.0,Lux,2018-12-13 21:00:00
1.3,Uber,2018-11-30 19:42:56.818,Theatre District,South Station,7.5,1.0,UberX,2018-11-30 19:00:00
1.77,Uber,2018-12-01 16:37:57.771,West End,South Station,28.5,1.0,Black SUV,2018-12-01 16:00:00
2.46,Uber,2018-12-18 18:45:08.423,Beacon Hill,Fenway,8.5,1.0,UberPool,2018-12-18 18:00:00
6.26,Uber,2018-12-13 08:35:11.643,South Station,Back Bay,41.5,1.0,Black SUV,2018-12-13 08:00:00
4.72,Lyft,2018-11-27 04:42:21.872,Boston University,Theatre District,22.5,1.0,Lyft XL,2018-11-27 04:00:00
1.25,Uber,2018-11-29 16:08:02.107,Haymarket Square,Financial District,12.5,1.0,UberXL,2018-11-29 16:00:00
1.72,Lyft,2018-11-28 00:45:24.018,North End,Theatre District,13.5,1.0,Lyft XL,2018-11-28 00:00:00
0.72,Uber,2018-11-27 19:03:22.554,Haymarket Square,West End,7.0,1.0,UberPool,2018-11-27 19:00:00
4.41,Uber,2018-11-27 23:06:22.754,Financial District,Northeastern University,31.0,1.0,Black,2018-11-27 23:00:00
1.64,Uber,2018-12-03 15:03:05.018,Back Bay,Northeastern University,9.0,1.0,UberX,2018-12-03 15:00:00
4.17,Lyft,2018-12-01 12:47:56.065,Financial District,Northeastern University,13.5,1.0,Lyft,2018-12-01 12:00:00
2.52,Lyft,2018-12-18 03:05:14.186,North End,Back Bay,42.5,1.5,Lux Black,2018-12-18 03:00:00
2.32,Uber,2018-12-03 00:48:03.528,Haymarket Square,Back Bay,28.5,1.0,Black SUV,2018-12-03 00:00:00
2.46,Uber,2018-12-14 19:45:11.022,Beacon Hill,Fenway,9.0,1.0,WAV,2018-12-14 19:00:00
2.09,Lyft,2018-12-16 06:20:13.725,Beacon Hill,South Station,16.5,1.0,Lux,2018-12-16 06:00:00
1.2,Lyft,2018-11-28 20:43:24.276,Financial District,North End,5.0,1.0,Shared,2018-11-28 20:00:00
1.51,Lyft,2018-12-17 21:15:07.331,North End,Beacon Hill,19.5,1.0,Lux Black,2018-12-17 21:00:00
1.43,Uber,2018-11-28 23:53:08.342,Back Bay,Northeastern University,9.0,1.0,UberX,2018-11-28 23:00:00
3.22,Uber,2018-11-28 00:33:22.475,North Station,Northeastern University,18.0,1.0,UberXL,2018-11-28 00:00:00
0.62,Uber,2018-12-18 11:15:12.008,South Station,Theatre District,7.5,1.0,UberPool,2018-12-18 11:00:00
3.31,Lyft,2018-12-18 08:25:08.828,Back Bay,South Station,38.5,1.0,Lux Black XL,2018-12-18 08:00:00
2.66,Uber,2018-12-15 04:45:05.310,Fenway,Theatre District,9.0,1.0,UberPool,2018-12-15 04:00:00
2.13,Lyft,2018-11-28 00:54:22.160,Northeastern University,Theatre District,26.0,1.0,Lux Black,2018-11-28 00:00:00
1.91,Lyft,2018-12-18 18:40:12.112,North Station,South Station,16.5,1.0,Lux,2018-12-18 18:00:00
0.62,Uber,2018-12-14 07:00:07.531,West End,Haymarket Square,6.5,1.0,UberPool,2018-12-14 07:00:00
2.67,Uber,2018-12-16 11:05:10.008,Boston University,Theatre District,16.0,1.0,UberXL,2018-12-16 11:00:00
4.73,Lyft,2018-12-15 05:30:07.205,Boston University,Theatre District,42.5,1.0,Lux Black XL,2018-12-15 05:00:00
2.98,Uber,2018-11-28 22:08:39.132,Theatre District,Boston University,34.0,1.0,Black SUV,2018-11-28 22:00:00
1.35,Uber,2018-12-16 17:40:04.119,Haymarket Square,Beacon Hill,15.0,1.0,Black,2018-12-16 17:00:00
1.31,Lyft,2018-11-29 15:43:00.292,Beacon Hill,Haymarket Square,7.0,1.0,Lyft,2018-11-29 15:00:00
1.03,Uber,2018-12-17 05:50:03.436,North Station,North End,5.5,1.0,UberPool,2018-12-17 05:00:00
1.64,Uber,2018-11-26 14:17:09.708,Back Bay,Northeastern University,9.5,1.0,UberX,2018-11-26 14:00:00
0.55,Lyft,2018-12-02 05:08:05.906,South Station,Theatre District,7.0,1.0,Lyft,2018-12-02 05:00:00
2.07,Lyft,2018-11-27 17:12:23.523,North End,Beacon Hill,19.5,1.0,Lux Black,2018-11-27 17:00:00
2.37,Lyft,2018-11-29 14:38:03.968,South Station,Beacon Hill,7.0,1.0,Shared,2018-11-29 14:00:00
1.61,Uber,2018-12-17 01:15:10.449,Haymarket Square,Theatre District,16.5,1.0,Black,2018-12-17 01:00:00
0.59,Lyft,2018-12-03 18:52:58.836,Financial District,South Station,26.0,1.0,Lux Black XL,2018-12-03 18:00:00
1.5,Uber,2018-12-17 16:15:12.960,Back Bay,Fenway,8.0,1.0,WAV,2018-12-17 16:00:00
2.66,Uber,2018-12-14 15:30:15.722,Fenway,Theatre District,21.5,1.0,Black,2018-12-14 15:00:00
1.39,Uber,2018-11-27 01:45:22.100,Haymarket Square,Beacon Hill,8.0,1.0,UberPool,2018-11-27 01:00:00
0.91,Uber,2018-11-30 03:37:59.246,Beacon Hill,Haymarket Square,8.0,1.0,WAV,2018-11-30 03:00:00
1.82,Uber,2018-12-13 20:30:11.484,Back Bay,Fenway,6.5,1.0,UberPool,2018-12-13 20:00:00
3.23,Lyft,2018-12-17 13:00:14.650,Fenway,North Station,19.5,1.0,Lux,2018-12-17 13:00:00
1.29,Lyft,2018-11-26 20:53:14.479,West End,North End,11.0,1.0,Lyft XL,2018-11-26 20:00:00
3.4,Uber,2018-11-30 11:47:56.128,North End,Back Bay,9.0,1.0,UberPool,2018-11-30 11:00:00
2.46,Uber,2018-12-18 01:20:03.375,Beacon Hill,Fenway,9.0,1.0,UberPool,2018-12-18 01:00:00
3.18,Uber,2018-12-01 17:58:01.346,Northeastern University,West End,12.0,1.0,UberPool,2018-12-01 17:00:00
2.61,Uber,2018-11-26 21:20:11.686,Beacon Hill,Northeastern University,16.0,1.0,UberXL,2018-11-26 21:00:00
4.94,Uber,2018-11-28 14:36:23.096,Fenway,Financial District,32.0,1.0,Black,2018-11-28 14:00:00
1.09,Lyft,2018-12-14 10:25:06.714,Haymarket Square,Financial District,16.5,1.0,Lux Black,2018-12-14 10:00:00
1.72,Lyft,2018-12-04 02:13:01.176,North End,Theatre District,27.5,1.0,Lux Black XL,2018-12-04 02:00:00
2.62,Uber,2018-12-16 22:40:07.131,Boston University,Theatre District,11.0,1.0,UberX,2018-12-16 22:00:00
3.45,Lyft,2018-12-17 01:30:10.907,Northeastern University,Financial District,27.5,1.0,Lux Black,2018-12-17 01:00:00
1.97,Uber,2018-12-01 07:03:00.864,Northeastern University,Beacon Hill,9.0,1.0,UberPool,2018-12-01 07:00:00
1.35,Uber,2018-12-16 07:50:09.058,Haymarket Square,Beacon Hill,11.5,1.0,UberXL,2018-12-16 07:00:00
4.55,Lyft,2018-12-16 02:15:11.690,Financial District,Boston University,5.0,1.0,Shared,2018-12-16 02:00:00
2.73,Lyft,2018-11-29 21:13:05.790,Theatre District,Fenway,10.5,1.0,Lyft,2018-11-29 21:00:00
1.03,Uber,2018-12-17 05:50:03.436,North Station,North End,15.5,1.0,Black,2018-12-17 05:00:00
1.07,Lyft,2018-12-02 16:33:09.396,North End,North Station,13.5,1.0,Lux,2018-12-02 16:00:00
2.91,Lyft,2018-11-27 22:12:23.279,Back Bay,North End,19.5,1.0,Lux,2018-11-27 22:00:00
1.48,Lyft,2018-11-28 22:28:42.743,Fenway,Back Bay,16.5,1.0,Lux Black,2018-11-28 22:00:00
5.7,Uber,2018-12-14 10:25:06.714,Boston University,Financial District,26.0,1.0,UberXL,2018-12-14 10:00:00
2.49,Lyft,2018-11-28 10:36:26.835,Northeastern University,Beacon Hill,26.0,1.0,Lux Black,2018-11-28 10:00:00
1.34,Uber,2018-12-18 07:30:04.592,Fenway,Back Bay,9.5,1.0,UberX,2018-12-18 07:00:00
2.19,Lyft,2018-11-27 06:06:21.835,Northeastern University,Theatre District,22.5,1.0,Lux Black,2018-11-27 06:00:00
1.27,Lyft,2018-12-17 22:40:10.554,Haymarket Square,Financial District,13.5,1.0,Lux,2018-12-17 22:00:00
0.63,Uber,2018-12-03 20:33:02.936,Financial District,South Station,8.5,1.0,WAV,2018-12-03 20:00:00
3.44,Lyft,2018-12-14 14:05:14.866,Northeastern University,Financial District,22.5,1.0,Lux,2018-12-14 14:00:00
3.55,Lyft,2018-11-28 09:49:35.587,North Station,Boston University,22.5,1.0,Lux,2018-11-28 09:00:00
3.16,Lyft,2018-12-04 00:43:02.629,Boston University,North Station,27.5,1.0,Lux Black,2018-12-04 00:00:00
3.0,Lyft,2018-11-27 07:42:22.665,North End,Back Bay,52.5,2.0,Lux Black,2018-11-27 07:00:00
2.79,Lyft,2018-12-15 06:55:06.626,West End,Northeastern University,11.0,1.0,Lyft,2018-12-15 06:00:00
4.13,Lyft,2018-11-26 19:53:11.712,Northeastern University,Financial District,34.0,1.0,Lux Black,2018-11-26 19:00:00
2.58,Uber,2018-12-18 12:10:06.977,Beacon Hill,South Station,22.5,1.0,Black,2018-12-18 12:00:00
4.52,Uber,2018-12-14 03:15:09.365,Fenway,Financial District,39.5,1.0,Black SUV,2018-12-14 03:00:00
1.84,Uber,2018-12-01 04:43:10.466,North Station,South Station,9.0,1.0,UberX,2018-12-01 04:00:00
1.31,Lyft,2018-12-01 22:42:56.242,Beacon Hill,Haymarket Square,19.5,1.0,Lux Black,2018-12-01 22:00:00
2.5,Uber,2018-12-13 11:40:16.040,Beacon Hill,South Station,20.5,1.0,Black,2018-12-13 11:00:00
3.31,Lyft,2018-12-02 13:32:57.641,Northeastern University,North Station,16.5,1.0,Lyft XL,2018-12-02 13:00:00
0.55,Uber,2018-12-02 14:48:03.590,South Station,Theatre District,7.5,1.0,WAV,2018-12-02 14:00:00
3.22,Uber,2018-12-04 01:02:58.404,North Station,Northeastern University,10.0,1.0,UberPool,2018-12-04 01:00:00
3.21,Lyft,2018-11-26 21:56:09.873,North Station,Fenway,22.5,1.0,Lux,2018-11-26 21:00:00
3.47,Lyft,2018-11-28 13:08:07.532,North Station,Boston University,38.5,1.25,Lux Black,2018-11-28 13:00:00
3.22,Lyft,2018-12-14 02:45:08.096,North Station,Fenway,16.5,1.0,Lyft XL,2018-12-14 02:00:00
2.61,Uber,2018-12-18 10:40:10.399,Beacon Hill,Northeastern University,9.5,1.0,UberX,2018-12-18 10:00:00
2.79,Uber,2018-11-27 16:15:22.480,Beacon Hill,Boston University,9.0,1.0,WAV,2018-11-27 16:00:00
0.49,Uber,2018-12-18 15:45:08.508,North Station,Haymarket Square,6.0,1.0,UberPool,2018-12-18 15:00:00
1.5,Lyft,2018-11-27 08:30:23.568,Theatre District,North End,10.5,1.0,Lyft,2018-11-27 08:00:00
0.53,Lyft,2018-11-26 13:05:10.253,North Station,Haymarket Square,10.5,1.0,Lux,2018-11-26 13:00:00
3.19,Lyft,2018-11-27 22:42:22.098,Northeastern University,Financial District,11.0,1.0,Lyft,2018-11-27 22:00:00
1.38,Lyft,2018-12-15 06:55:03.679,Fenway,Back Bay,13.5,1.0,Lux,2018-12-15 06:00:00
1.63,Uber,2018-11-26 11:59:09.699,West End,South Station,10.5,1.0,WAV,2018-11-26 11:00:00
2.05,Lyft,2018-12-13 23:45:11.177,Theatre District,Northeastern University,5.0,1.0,Shared,2018-12-13 23:00:00
1.1,Uber,2018-12-14 08:15:10.047,West End,North End,8.0,1.0,UberPool,2018-12-14 08:00:00
2.27,Uber,2018-12-18 04:30:10.777,Boston University,Beacon Hill,14.0,1.0,UberXL,2018-12-18 04:00:00
1.73,Lyft,2018-12-18 13:00:16.330,Haymarket Square,Theatre District,13.5,1.0,Lyft XL,2018-12-18 13:00:00
4.42,Uber,2018-12-14 17:30:03.778,Financial District,Fenway,27.0,1.0,Black,2018-12-14 17:00:00
1.41,Uber,2018-12-14 03:00:15.793,Theatre District,North End,8.5,1.0,WAV,2018-12-14 03:00:00
0.55,Uber,2018-12-15 11:05:07.834,South Station,Theatre District,27.0,1.0,Black SUV,2018-12-15 11:00:00
0.39,Uber,2018-12-15 00:55:08.485,South Station,Financial District,27.0,1.0,Black SUV,2018-12-15 00:00:00
2.68,Lyft,2018-11-30 10:17:56.188,Beacon Hill,Boston University,32.5,1.0,Lux Black XL,2018-11-30 10:00:00
1.57,Uber,2018-11-27 02:12:22.268,North End,Theatre District,8.5,1.0,WAV,2018-11-27 02:00:00
1.41,Uber,2018-12-13 14:45:12.703,Theatre District,North End,10.0,1.0,UberPool,2018-12-13 14:00:00
3.3,Uber,2018-12-17 16:10:03.630,Northeastern University,North Station,17.5,1.0,UberXL,2018-12-17 16:00:00
1.56,Uber,2018-12-02 17:13:03.437,Back Bay,Boston University,26.5,1.0,Black SUV,2018-12-02 17:00:00
1.41,Uber,2018-12-04 01:03:01.968,Boston University,Back Bay,15.0,1.0,Black,2018-12-04 01:00:00
1.5,Uber,2018-12-13 19:30:11.555,Back Bay,Fenway,9.0,1.0,UberPool,2018-12-13 19:00:00
2.8,Uber,2018-11-28 11:26:07.660,Boston University,West End,33.0,1.0,Black SUV,2018-11-28 11:00:00
1.91,Uber,2018-12-14 21:25:13.573,Theatre District,Northeastern University,8.0,1.0,UberPool,2018-12-14 21:00:00
0.49,Uber,2018-11-29 07:17:56.886,North Station,Haymarket Square,15.0,1.0,Black,2018-11-29 07:00:00
2.45,Lyft,2018-11-28 20:02:08.327,Beacon Hill,Northeastern University,9.0,1.0,Lyft,2018-11-28 20:00:00
3.39,Uber,2018-12-02 13:32:56.437,North Station,Boston University,13.5,1.0,WAV,2018-12-02 13:00:00
1.04,Uber,2018-11-26 09:26:10.720,Financial District,North End,8.0,1.0,WAV,2018-11-26 09:00:00
3.18,Lyft,2018-12-03 05:13:04.839,Fenway,Theatre District,10.5,1.0,Lyft,2018-12-03 05:00:00
2.53,Lyft,2018-11-29 05:57:59.550,Northeastern University,Beacon Hill,13.5,1.0,Lyft XL,2018-11-29 05:00:00
0.49,Uber,2018-11-28 17:38:07.865,North Station,Haymarket Square,5.5,1.0,UberPool,2018-11-28 17:00:00
0.62,Lyft,2018-11-29 17:23:03.739,Financial District,South Station,26.0,1.0,Lux Black XL,2018-11-29 17:00:00
3.04,Uber,2018-11-27 13:03:22.171,West End,Boston University,8.5,1.0,UberX,2018-11-27 13:00:00
2.8,Uber,2018-11-30 11:48:00.015,Boston University,West End,33.5,1.0,Black SUV,2018-11-30 11:00:00
1.56,Uber,2018-12-01 15:53:06.030,Back Bay,Boston University,13.0,1.0,UberXL,2018-12-01 15:00:00
1.71,Lyft,2018-11-29 07:53:00.489,South Station,West End,7.0,1.0,Shared,2018-11-29 07:00:00
1.03,Uber,2018-12-15 11:30:10.827,North Station,North End,26.0,1.0,Black SUV,2018-12-15 11:00:00
2.33,Uber,2018-12-03 10:58:04.409,North End,Back Bay,34.0,1.0,Black SUV,2018-12-03 10:00:00
0.58,Lyft,2018-12-01 04:07:58.262,West End,Haymarket Square,16.5,1.0,Lux Black,2018-12-01 04:00:00
1.46,Lyft,2018-12-02 09:57:59.049,North End,Beacon Hill,19.5,1.0,Lux Black,2018-12-02 09:00:00
0.59,Lyft,2018-12-16 14:05:07.999,South Station,Theatre District,3.5,1.0,Shared,2018-12-16 14:00:00
1.66,Lyft,2018-12-14 09:10:10.122,North Station,South Station,19.5,1.0,Lux Black,2018-12-14 09:00:00
3.3,Uber,2018-12-03 09:03:04.235,Northeastern University,Financial District,28.0,1.0,Black,2018-12-03 09:00:00
0.73,Lyft,2018-12-01 15:18:04.553,Haymarket Square,North Station,10.5,1.0,Lux,2018-12-01 15:00:00
2.29,Lyft,2018-11-27 06:15:22.342,Boston University,Beacon Hill,16.5,1.0,Lyft XL,2018-11-27 06:00:00
2.68,Lyft,2018-12-01 00:38:09.241,Theatre District,Fenway,16.5,1.0,Lyft XL,2018-12-01 00:00:00
1.51,Uber,2018-11-30 02:33:03.051,Back Bay,Boston University,12.5,1.0,UberXL,2018-11-30 02:00:00
2.01,Lyft,2018-12-14 04:15:06.679,Back Bay,South Station,30.0,1.0,Lux Black XL,2018-12-14 04:00:00
0.99,Uber,2018-12-01 10:57:59.625,Financial District,Haymarket Square,15.0,1.0,Black,2018-12-01 10:00:00
3.21,Lyft,2018-12-13 04:25:07.149,North Station,Fenway,3.0,1.0,Shared,2018-12-13 04:00:00
1.31,Lyft,2018-12-02 02:47:55.958,Beacon Hill,Haymarket Square,13.5,1.0,Lux,2018-12-02 02:00:00
2.63,Lyft,2018-11-28 17:56:24.709,Beacon Hill,Fenway,16.5,1.0,Lux,2018-11-28 17:00:00
1.24,Lyft,2018-12-13 19:00:16.888,North End,Financial District,5.0,1.0,Shared,2018-12-13 19:00:00
1.38,Lyft,2018-12-02 17:03:03.655,Haymarket Square,Beacon Hill,13.5,1.0,Lux,2018-12-02 17:00:00
0.58,Lyft,2018-12-02 02:12:56.128,South Station,Theatre District,16.5,1.0,Lux Black,2018-12-02 02:00:00
2.84,Uber,2018-11-27 10:24:23.563,West End,Northeastern University,18.0,1.0,UberXL,2018-11-27 10:00:00
1.25,Uber,2018-12-02 23:52:56.318,Haymarket Square,Financial District,7.5,1.0,WAV,2018-12-02 23:00:00
6.97,Uber,2018-11-28 12:26:07.811,Financial District,Northeastern University,24.0,1.0,UberXL,2018-11-28 12:00:00
2.15,Lyft,2018-12-02 04:33:02.733,South Station,West End,7.0,1.0,Shared,2018-12-02 04:00:00
3.23,Lyft,2018-12-15 06:55:15.444,North Station,Fenway,22.5,1.0,Lux,2018-12-15 06:00:00
0.56,Uber,2018-12-01 16:53:02.146,Haymarket Square,North Station,7.0,1.0,WAV,2018-12-01 16:00:00
2.86,Uber,2018-12-16 10:35:08.636,West End,Northeastern University,8.5,1.0,UberPool,2018-12-16 10:00:00
0.8,Uber,2018-11-29 20:28:03.184,Financial District,Haymarket Square,10.5,1.0,UberXL,2018-11-29 20:00:00
2.74,Uber,2018-11-27 16:51:22.174,West End,Boston University,12.0,1.0,UberPool,2018-11-27 16:00:00
2.82,Lyft,2018-11-28 13:16:23.001,West End,Northeastern University,22.5,1.0,Lux Black,2018-11-28 13:00:00
1.34,Uber,2018-11-29 16:08:03.038,Fenway,Back Bay,16.5,1.0,UberXL,2018-11-29 16:00:00
1.97,Uber,2018-12-16 02:00:11.232,West End,South Station,27.5,1.0,Black SUV,2018-12-16 02:00:00
1.5,Lyft,2018-11-29 07:22:59.523,Back Bay,Northeastern University,38.5,1.5,Lux Black XL,2018-11-29 07:00:00
1.43,Lyft,2018-11-27 02:27:22.246,Fenway,Back Bay,7.0,1.0,Lyft,2018-11-27 02:00:00
1.78,Lyft,2018-12-03 07:33:02.672,Haymarket Square,Theatre District,22.5,1.0,Lux Black,2018-12-03 07:00:00
1.8,Uber,2018-11-26 22:51:11.010,Northeastern University,Theatre District,9.5,1.0,UberX,2018-11-26 22:00:00
0.72,Uber,2018-12-13 09:55:05.505,Haymarket Square,West End,6.0,1.0,WAV,2018-12-13 09:00:00
2.38,Lyft,2018-12-16 20:05:10.119,Beacon Hill,Northeastern University,16.5,1.0,Lux,2018-12-16 20:00:00
2.83,Lyft,2018-11-26 13:35:09.554,Boston University,West End,7.0,1.0,Shared,2018-11-26 13:00:00
1.57,Uber,2018-11-27 08:48:21.921,North End,Theatre District,7.5,1.0,WAV,2018-11-27 08:00:00
2.97,Lyft,2018-11-28 18:44:10.268,Theatre District,Boston University,10.5,1.0,Lyft,2018-11-28 18:00:00
1.35,Uber,2018-12-16 23:45:03.738,Haymarket Square,Beacon Hill,11.5,1.0,UberXL,2018-12-16 23:00:00
3.07,Uber,2018-11-29 14:53:04.319,North Station,Fenway,24.0,1.0,Black,2018-11-29 14:00:00
2.8,Uber,2018-11-28 17:41:07.731,Boston University,West End,10.0,1.0,UberPool,2018-11-28 17:00:00
1.5,Uber,2018-11-28 17:50:08.119,Back Bay,Fenway,13.0,1.0,UberXL,2018-11-28 17:00:00
2.78,Lyft,2018-12-18 01:25:07.267,West End,Northeastern University,10.5,1.25,Lyft,2018-12-18 01:00:00
2.32,Uber,2018-12-18 04:35:08.724,Boston University,Beacon Hill,27.0,1.0,Black SUV,2018-12-18 04:00:00
1.57,Lyft,2018-12-03 05:37:59.621,Back Bay,Boston University,5.0,1.0,Shared,2018-12-03 05:00:00
1.02,Lyft,2018-11-29 06:43:02.042,Haymarket Square,Financial District,11.0,1.0,Lux,2018-11-29 06:00:00
4.72,Uber,2018-12-02 20:22:59.416,Financial District,Boston University,10.0,1.0,UberPool,2018-12-02 20:00:00
1.05,Lyft,2018-11-27 03:30:22.074,North End,West End,10.5,1.0,Lyft XL,2018-11-27 03:00:00
0.63,Uber,2018-11-30 19:08:04.970,Financial District,South Station,26.5,1.0,Black SUV,2018-11-30 19:00:00
2.1,Lyft,2018-12-15 03:15:04.199,South Station,North Station,30.0,1.0,Lux Black XL,2018-12-15 03:00:00
2.43,Lyft,2018-11-29 04:35:08.593,Beacon Hill,North End,16.5,1.0,Lyft XL,2018-11-29 04:00:00
